id,product_code,name,value,barcode,unity_of_measurement,last_received_date,last_issued_date,quantity
237,1006011,NEEDLE VALVE,237,1006011,NOS,2000-08-16,2013-10-26,2
238,1006014,DIFFURE PLATE ASSEMBLY 150 MM(P.NO:PBR57300,238,1006014,NOS,2017-06-22,2017-06-24,5
239,1006018,HEATER TANK WITH THERMO COUPLE,239,1006018,NOS,2000-09-20,2013-10-26,1
240,1006028,VENTURY C.I. P.NO 7005622730,240,1006028,NOS,2001-06-14,2014-02-05,5
241,1006041,WEAR PLATE IN  HOT PRESS MOULDED SINTEX TY,241,1006041,NOS,2017-08-04,2016-12-08,3
242,1006044,NOZZLES FOR  22/2 TPH FBD AS PER DRAWING  M,242,1006044,NOS,2014-12-12,2011-02-12,11
243,1006048,AJP EXPANSION BELLOWS:  EXPANSION BELLOWS (,243,1006048,NOS,2006-03-24,2012-12-18,2
244,1006052,OIL SEAL ASSEMBLY FOR THE SUNTEC MAKE E6 FU,244,1006052,NOS,2006-03-01,2017-02-28,1
245,1006055,SPARE PLUG-IN TYPE POWER SUPPLY UNIT MPSD (,245,1006055,NOS,2012-06-21,2011-05-28,1
246,1007001,APM GRADE HEATING ELEMENT THICKNESS 4.7 M,246,1007001,NOS,2014-10-25,2014-07-30,3
247,1007003,"TEMPERATURE CONTROLLER , NIPPON MAKE, MOD",247,1007003,NOS,2014-05-12,2014-02-03,1
248,1007004,CERMIC TUBE 20 MM OD AND 1100 MM LENGTH.,248,1007004,NOS,2014-05-12,,5
249,1102002,SPARE HEATING ELEMENT 85 KW,249,1102002,NOS,1992-03-16,1998-02-05,20
250,1102018,HEATING ELEMENT,250,1102018,NOS,2003-11-13,2003-08-07,5
251,1102037,AUTOMATIC TEMPERATURE CONTROL 0-1200 C PA,251,1102037,NOS,1995-02-17,1998-11-27,2
252,1111001,POLY PROPLENE FILTER PRESS HEAD PLATE 915x,252,1111001,NOS,1993-10-30,,1
253,1111002,POLY PROPLENE FILTER PRESS RECESSED TAIL P,253,1111002,NOS,1993-10-30,,1
254,1111004,POLY PROPLENE RECESSED PRESSURE PLATE,254,1111004,NOS,1996-07-11,1996-07-30,1
255,1111005,POLY PROPLENE RECESSED WASH PLATE,255,1111005,NOS,1996-07-11,1996-07-30,2
256,1111006,POLY PROPLENE HANDLE,256,1111006,NOS,1993-10-30,,12
257,1201107,SS WIRE SCRATCH BRUSH WITH CURVED WOODE,257,1201107,NOS,2017-01-21,2017-10-10,7
258,1201118,COIL SPRING - 12 MM,258,1201118,NOS,1993-11-19,1996-03-06,5
259,1201203,M.S 100% COTTON LONG CLOTH  PEROXIDE,259,1201203,MTR,2017-11-28,2018-03-17,200
260,1202001,SPARE  DRUCK CARRIER BRACKET FOR RIGHT HA,260,1202001,NOS,1984-04-01,1993-08-24,4
261,1202011,H.T.S. HOPPER,261,1202011,NOS,,1986-03-31,1
262,1202031,OIL SEAL 60-19-10,262,1202031,NOS,,1993-11-19,2
263,1202032,RUBBER SUFFOR 80102-100-3,263,1202032,NOS,,1993-11-19,2
264,1202043,SPRING,264,1202043,NOS,1997-12-10,1997-10-06,4
265,1202044,SLIDING METTALIC BUSH,265,1202044,SET,1997-12-10,1993-08-24,1
266,1302012,M.S CLAMPS FOR CUFF BENDS FOR HDPE PIPES,266,1302012,NOS,2012-12-15,2018-02-08,33
267,1302013,-DO-SIZE 90M.M DIA.,267,1302013,NOS,2012-12-15,2015-09-14,40
268,1302057,RUBBER HOSES  FOR SPIRAL DISTRIBUTOR AS PE,268,1302057,NOS,2014-05-21,2017-06-06,10
269,1302058,RUBBER HOSES FOR SPIRAL DISTRIBUTOR  AS PE,269,1302058,NOS,2014-05-21,2017-06-06,5
270,1302085,-DO- SIZE 140 MM DIA.,270,1302085,NOS,2012-12-15,2018-02-08,34
271,1402006,HOLLOW SHAFT KA37/FA37/SA47D30.PART,271,1402006,NOS,2017-09-23,2018-05-28,3
272,1434047,SLIDE RAILS 180M 25HP,272,1434047,SET,1981-12-24,2012-09-17,1
273,1434095,"PRIMARY PINION SUITABLE FOR 2HP,1400/100RPM M",273,1434095,NOS,2007-02-20,2013-05-09,4
274,1451011,CONNECTOR TERMINAL SUITABLE FOR KIRLOSKAR,274,1451011,NOS,2018-01-29,2018-02-13,3
275,1451015,CONNECTOR TERMINAL SUITABLE FOR KIRLOSKAR,275,1451015,NOS,2018-01-29,2018-07-05,1
276,1451024,CONNECTOR TERMINAL SUITABLE FOR KIRLOSKAR,276,1451024,NOS,2018-01-29,2017-06-29,4
277,1451035,COOLING FAN COVER SUITABLE FOR KIRLOSKAR,277,1451035,NOS,2018-01-29,2017-04-03,1
278,1451042,COOLING FAN (PLASTIC) SUITABLE FOR KIRLOSKA,278,1451042,NOS,2018-01-29,2017-07-01,3
279,1451043,COOLING FAN COVER SUITABLE FOR KIRLOSKAR,279,1451043,NOS,2018-01-29,2015-04-22,2
280,1451044,"TERMINAL BOX SUITABLE FOR KIRLOSKAR MAKE, 5",280,1451044,NOS,2018-01-29,2012-04-19,1
281,1451047,COOLING FAN COVER SUITABLE FOR KIRLOSKAR M,281,1451047,NOS,2018-01-29,2016-01-28,3
282,1451049,"TERMINAL BOX SUITABLE FOR KIRLOSKAR MAKE, 1",282,1451049,NOS,2018-01-29,2017-07-01,1
283,1451050,COOLING FAN (PLASTIC) SUITABLE FOR KIRLOSKA,283,1451050,NOS,2018-01-29,2016-01-29,3
284,1451056,"CONNECTOR TERMINAL SUITABLE FOR 75HP,1500 R",284,1451056,NOS,2010-02-18,2016-02-29,2
285,1451058,CONNECTOR TERMINAL SUITABLE FOR KIRLOSKAR,285,1451058,NOS,2018-01-29,2017-06-29,5
286,1451059,CONNECTOR TERMINAL SUITABLE FOR KIRLOSKAR,286,1451059,NOS,2018-01-29,2014-11-15,4
287,1451066,COOLING FAN (PLASTIC) SUITABLE FOR,287,1451066,NOS,2018-01-29,2017-06-29,6
288,1451071,COOLING FAN(PLASTIC) SUITABLE FOR KIRLOSKAR,288,1451071,NOS,2018-01-29,2017-06-29,1
289,1451072,COOLING FAN COVER SUITABLE FOR KIRLOSKAR M,289,1451072,NOS,2015-12-28,2013-08-07,1
290,1451073,COOLING FAN COVER SUITABLE FOR KIRLOSKAR,290,1451073,NOS,2018-01-29,2016-01-28,1
291,1451079,COOLING FAN COVER SUITABLE FOR KIRLOSKAR M,291,1451079,NOS,2018-01-29,2014-09-26,3
292,1451099,CONNECTOR TERMINAL SUITABLE FOR KIRLOSKAR,292,1451099,NOS,2018-01-29,2017-06-29,6
293,1451101,"COOLING FAN FOR 0.5 HP, 1500 RPM,FRAME KH80.",293,1451101,NOS,2016-07-23,,12
294,1451103,COOLING FAN COVER  SUITABLE FOR KIRLOSKAR M,294,1451103,NOS,2018-01-29,2017-04-03,1
295,1500014,DISC WITH GUIDE FOR STEEL,295,1500014,NOS,1985-01-16,1990-03-31,2
296,1503082,,296,1503082,NOS,2006-01-11,2013-05-21,2
297,1503085,"SPACER FOR 5"" WATER PUMP",297,1503085,NOS,2006-01-11,2015-11-17,1
298,1504003,LANTERN RING 2% NICI,298,1504003,NOS,1998-09-21,2002-03-14,3
299,1504006,IMPELLER 2'/. NICI,299,1504006,NOS,1996-07-30,1999-06-01,3
300,1504016,GASKETS  BETWEEN IMPELLER AND IMPELLER HU,300,1504016,NOS,1999-02-09,1999-06-01,7
301,1504061,LANTERN BRACKET 248 CI,301,1504061,NOS,2001-03-09,1999-02-27,5
302,1504070,GRIBS SCREW FOR DEFLECTOR,302,1504070,NOS,1997-01-28,1999-06-01,6
303,1505002,"SHAFT STEEL , P.NO:180 SS410",303,1505002,NOS,2016-11-02,1998-06-16,1
304,1505005,"LANTERN RING ,P.NO: 227 CI",304,1505005,NOS,2016-11-02,2015-12-03,1
305,1505006,SHAFT SLEEVE 310 AISI 410,305,1505006,NOS,2016-11-02,2009-06-05,1
306,1505020,KEY FOR COUPLING P.No 321 (STEEL),306,1505020,NOS,1994-03-15,2005-03-19,2
307,1506010,BEARING SKF 6305 OR EQUAVL 0901 (P),307,1506010,NOS,1997-01-08,2011-04-15,2
308,1507002,COUPLING SPACER CI 195,308,1507002,NOS,2004-03-22,2015-08-08,3
309,1507004,LANTERN RING BRONZE-227.,309,1507004,NOS,2001-06-01,2015-11-17,2
310,1507006,BEARING COVER DE CI 270,310,1507006,NOS,2001-06-01,2015-08-08,3
311,1507007,BEARING COVER NDE CI 271,311,1507007,NOS,2001-06-01,2015-08-08,4
312,1507010,SHAFT SLEEVE ST BOX 311,312,1507010,NOS,2001-06-01,2015-11-17,1
313,1507016,STUFFING BOX BUSH CI -  350,313,1507016,NOS,2016-02-01,2016-02-13,2
314,1507022,PIN FOR 190 &192 STEEL 610.1,314,1507022,NOS,2001-06-01,1997-12-15,16
315,1507024,PIN STUFF BOX BUSH STEEL 610.2,315,1507024,NOS,1998-12-04,2004-08-19,8
316,1507025,PIN FOR 241&253 STEEL 610,316,1507025,NOS,2000-04-06,2004-08-19,4
317,1507026,CATRIDGE FOR BRG DE/NDE CI,317,1507026,NOS,2001-06-01,2015-08-08,3
318,1507035,RUBBER SPIDER FOR L-225,318,1507035,NOS,1991-09-19,2003-09-27,1
319,1507041,GASKET FOR CASING HALF P.NO.519.,319,1507041,NOS,1998-08-17,2004-08-19,2
320,1507052,CI ENCLOSED IMPELLER FOR 4 UP 3 PUMP,320,1507052,NOS,1994-02-23,2004-08-19,1
321,1507056,BEARING CAP 274 C.I.,321,1507056,NOS,1998-12-04,2004-03-20,2
322,1507063,STUD FOR LOWER /CASING STEEL 590,322,1507063,NOS,1998-08-17,,6
323,1507064,NUT FOR LOWER HALF CASING STEEL 581,323,1507064,NOS,1998-08-17,,6
324,1507066,BOLTS FOR BEARING CAP 593/586 STEEL (STUD),324,1507066,NOS,1998-12-04,,6
325,1507072,"SHAFT SLEEVE FOR  4"" WATER PUMP",325,1507072,NOS,2006-01-11,2016-03-05,2
326,1507073,"STUFFING BOX BUSH FOR 4"" WATER PUMP",326,1507073,NOS,2006-01-11,2015-08-08,2
327,1508009,KEY FOR IMPELLER P.NO.320.,327,1508009,NOS,1999-12-01,2004-05-27,1
328,1508011,LOCK WASHER STEEL 320,328,1508011,NOS,1998-08-17,2003-09-11,2
329,1508013,OIL LEVEL SIGHT GLASS 445,329,1508013,NOS,1998-08-17,,2
330,1508014,OIL SEAL NE RUBBER P.NO-500,330,1508014,NOS,1992-03-24,2004-05-27,2
331,1508020,OIL LEVEL INDICATOR.,331,1508020,NOS,1991-11-15,1992-06-04,1
332,1508024,CASING COVER CI 220,332,1508024,NOS,1998-08-17,,1
333,1508025,GLAND 223 CI,333,1508025,NOS,1998-10-27,,2
334,1509001,IMPELLER (CI),334,1509001,NOS,1997-07-03,,1
335,1509002,LOGGING RING ( NYLON),335,1509002,NOS,1997-07-03,,1
336,1509005,GLAND PACKING (GR.COTTON),336,1509005,SET,1997-07-03,,1
337,1512006,VALVE SHEET P.NO 722-040-365,337,1512006,NOS,2004-04-23,2003-09-20,4
338,1515002,BEARING DRIVE END SKF 6405.,338,1515002,NOS,1996-11-14,2000-08-01,1
339,1518020,SET OF KEYS SSOK1 C 40.,339,1518020,NOS,2007-03-26,2011-11-10,1
340,1520001,SPARE IMPELLER - C.I FOR  KDS 1030  + +,340,1520001,NOS,2014-02-08,2012-05-05,1
341,1522004,"GLAND, P.NO:223,CI",341,1522004,NOS,2016-11-02,2015-12-03,2
342,1522005,"LIQUID DEFLECTOR,P.NO: 236,NA.RUBBER.",342,1522005,NOS,2016-11-02,2015-12-03,2
343,1522006,"SET OF KEYS, P.NO:320.",343,1522006,NOS,2016-11-02,2015-12-03,1
344,1523002,SHAFT SLEEVE,344,1523002,NOS,2016-11-02,2016-03-02,2
345,1523003,"LANTERN RING,P.NO:227,NYLON",345,1523003,NOS,2016-11-02,2015-12-03,2
346,1523004,"GLAND, P.NO:223,CI",346,1523004,NOS,2016-11-02,2015-12-03,2
347,1523005,"LIQUID DEFLECTOR,P.NO:236,NA.RUBBER.",347,1523005,NOS,2016-11-02,2015-12-03,2
348,1523006,"SET OF KEYS , P.NO: 320",348,1523006,NOS,2016-11-02,2016-03-02,1
349,1551002,EXPELLER FOR 2/1 1/2  B-AH  WARMAN PUMP P.NO,349,1551002,NOS,2017-05-04,2012-02-08,4
350,1551006,PISTON RING B 108 CI,350,1551006,NOS,1990-06-14,1997-08-13,5
351,1551007,LANTERN RING SS 316 B 036,351,1551007,NOS,1999-07-01,2010-02-23,2
352,1551009,NECK RING 067 316,352,1551009,NOS,1999-08-06,1998-08-07,7
353,1551019,"GASKET END  COVER, P.NO: B-025.(PVC)",353,1551019,SET,2017-10-05,2016-11-18,4
354,1551020,LABYRINTH C.I B.062.,354,1551020,NOS,2000-07-12,1997-08-13,3
355,1551023,-DO- FRAME PLATE LINER STUD LOCK NUT (STEEL),355,1551023,SET,2017-05-04,2018-02-27,2
356,1551035,-DO- EXPELLER RING (NATURAL RUBBER) P.NO.,356,1551035,NOS,2017-10-05,2015-03-12,4
357,1551036,FRAME PLATE STUD / NUT(STEEL)  (1 SET- 3 NOS. I,357,1551036,SET,2017-05-04,2016-01-14,3
358,1551037,"COVER PLATE BOLTS - 2 NUTS,P.NO.B015M(STEEL)",358,1551037,SET,2017-05-04,,3
359,1552009,PVC END COVER GASKET B025.,359,1552009,NOS,2000-08-04,2007-07-04,3
360,1552010,LABYRINTH B062 CI.,360,1552010,NOS,1998-07-18,1997-05-13,3
361,1552011,PISTON RING B108 C.I.,361,1552011,NOS,1991-09-12,1998-10-30,9
362,1552019,GREASE CUP ADOPTER STEEL B 138.,362,1552019,NOS,1998-07-18,1996-09-30,6
363,1552024,"GLAND  B044, 304",363,1552024,NOS,1996-04-01,1997-12-15,2
364,1552027,GREASE RETAINER CI B 046,364,1552027,NOS,1998-07-27,1999-06-16,2
365,1552039,ADJUSTMENT SCREW - 3 NUTS& 2 WASHERS (P.N,365,1552039,SET,2015-09-10,2015-01-06,2
366,1553002,EXPELLER RING CI C029,366,1553002,NOS,2002-11-28,2003-12-02,24
367,1553017,"GASKET END COVER ,P.NO:C-025.(PVC)",367,1553017,SET,2017-10-05,2013-02-27,4
368,1553022,STUFFING BOX C.I C 078.,368,1553022,NOS,1998-07-27,1998-07-29,5
369,1553026,SHAFT SPACER CA-40  CA-117,369,1553026,NOS,1998-07-27,2000-12-02,4
370,1553028,"COVER PLATE BOLT&NUTS,P.NO: C-015 M(STEEL).",370,1553028,NOS,2017-05-04,2016-11-18,6
371,1553029,"COVER PLATE LINER STUD,P.NO: C-023(STEEL)",371,1553029,SET,2017-05-04,2002-11-12,3
372,1553035,"FRAME PLATE STUD&NUT STEEL ,P.NO.C 026(STE",372,1553035,NOS,2017-05-04,2016-11-18,6
373,1553038,GREASE RETAINER C 046G01,373,1553038,NOS,2002-04-05,2013-02-27,4
374,1553039,END COVER PLATE Co24 EO2 FOR 3/2 WARMAN PU,374,1553039,NOS,1994-05-27,1995-12-18,4
375,1554002,EXPELLER RING C.I. CAM 029.,375,1554002,NOS,2002-11-28,2004-03-20,23
376,1554005,IMPELLER IN 27% CHROME ALLOY.,376,1554005,NOS,2017-01-07,2016-10-24,6
377,1554011,"EXPELLER  C.I, P.NO.CAM028",377,1554011,NOS,2017-05-04,2016-11-18,4
378,1554017,COVER PLATE LINER NR D03017.,378,1554017,NOS,2016-06-23,2016-06-27,3
379,1554018,FRAME PLATE LINER WITH STUD NR,379,1554018,NOS,2016-06-14,2016-06-27,4
380,1554019,GREASE RETAINER CI 46 G01,380,1554019,NOS,1997-12-16,2013-02-27,4
381,1554022,COVER PLATE BOLT& NUT(1SET = 4 NOS),381,1554022,SET,2016-04-04,2016-07-08,6
382,1554024,COVER PLATE LINER STUD WITH NYLOC NUT.,382,1554024,NOS,2010-08-24,2016-03-04,10
383,1554031,GLAND C044 SS304,383,1554031,NOS,1992-06-26,1998-10-23,9
384,1554033,ADJUSTMENT SCREW - 3 NUTS& 2 WASHERS (P.N,384,1554033,SET,2017-05-04,2015-08-07,3
385,1554035,END COVER C.I. C024,385,1554035,NOS,1998-07-27,2013-02-27,5
386,1554038,"EXPELLER RING NR ,P.NO.CAM029R)NATURAL RUB",386,1554038,NOS,2017-05-04,2016-04-30,2
387,1554045,SHAFT SPACER FOR METAL  CA 40 / P.NO  CAM 117,387,1554045,NOS,2002-08-29,2014-12-15,11
388,1554049,POLYURETHANE IMPELLER FOR WARMAN MODEL 4,388,1554049,NOS,2016-04-06,2016-04-30,2
389,1556007,EXPELLER C.I. DAM 028 FOR DAH PUMP,389,1556007,NOS,2000-05-24,2016-01-14,2
390,1556011,LABYRINTH C-062,390,1556011,NOS,2000-07-12,1998-07-07,3
391,1556012,PISTON RING D-108,391,1556012,NOS,2000-09-04,1997-08-19,3
392,1556017,THROAT BUSH  IN NATURAL RUBBER. P.NO:E 4083 F,392,1556017,NOS,2015-08-12,2016-01-14,3
393,1556019,FRAME PLATE LINER,393,1556019,NOS,2015-11-25,2015-01-06,1
394,1556021,DAH 6/4 EXPELLER RING  DAM 029(METAL),394,1556021,NOS,2003-03-21,2003-12-02,3
395,1556024,NECK RING D 067  FOR 6/4 DAH WARMAN PUMP,395,1556024,NOS,1996-04-17,1997-12-22,2
396,1556025,LANTERN RING D O63,396,1556025,NOS,1996-04-17,,3
397,1556038,"FRAME PLATE BOLT&NUT, P.NO.D034M STEEL .",397,1556038,SET,2017-05-04,2001-02-17,6
398,1558012,EXPELLER DAM 028,398,1558012,NOS,1988-03-09,2015-11-18,1
399,1558030,LABYRINTH  LOCK NUT STEEL D06,399,1558030,NOS,1987-11-30,1997-12-22,2
400,1558045,SHAFT SEAL FOR 4/3 DAH SLURRY PUMP 82 X 10,400,1558045,NOS,2013-04-09,2014-12-16,28
401,1561002,"GM SHAFT SLEEVE FOR KDS 1575 + PUMP ,P.NO:",401,1561002,NOS,2017-03-16,2015-01-12,5
402,1561003,LANTERN RING(P.No.227) FOR KDS 1575+ PUMP,402,1561003,NOS,2017-03-16,2015-01-12,5
403,1561004,IMPELLER C.I.FOR KDS1575+ PUMP (P.NO.151),403,1561004,NOS,2017-03-16,2016-09-27,1
404,1561005,IMPELLER KEY FOR KDS 1575+ PUMP(P.No.320),404,1561005,NOS,2017-03-16,2015-01-12,10
405,1561006,WATER DEFLECTOR FOR KDS 1575+ PUMP(P.No.2,405,1561006,NOS,2017-03-16,2013-05-06,5
406,1562004,"SHAFT FOR UP125/32 WATER PUMP, P.NO. 180.01,",406,1562004,NOS,2017-03-16,2016-09-27,2
407,1562005,"LANTERN RING NYLON, P.No: 227.",407,1562005,NOS,2016-11-02,2015-12-03,4
408,1562006,"LIQUID DEFLECTOR RUBBER, P.No:236.",408,1562006,NOS,2016-11-02,2015-12-03,4
409,1562007,"GLAND , P.NO:223,CI",409,1562007,NOS,2016-11-02,2015-12-03,4
410,1565004,AIR FILTER REGULATOR,410,1565004,SET,2001-02-19,,1
411,1568010,SPARES FOR 40PV SP PUMP,411,1568010,NOS,2016-05-21,2015-11-27,2
412,1568011,"SPARES FOR 40 PV SP PUMP,",412,1568011,NOS,2016-06-23,2015-11-27,1
413,1568012,"SPARE FOR 40 PV SP PUMP,  BACK LINER NI HARD  P",413,1568012,NOS,2016-06-23,2008-06-03,2
414,1574016,C.I SUCTION COVER,414,1574016,NOS,1993-03-19,2013-04-25,1
415,1581001,MECHANICAL SEAL   FOR KDS 128 + MONOBLOCK W,415,1581001,NOS,2017-03-16,2017-04-06,6
416,1581002,"IMPELLER C.I,P.NO.151 FOR",416,1581002,NOS,2017-03-16,2015-01-12,2
417,1581005,"IMPELLER KEY FOR KDS 128+  PUMP, P.NO.320",417,1581005,NOS,2017-03-16,2015-01-12,10
418,1581006,"DELIVERY CASING (C.I) FOR KDS 128 +PUMP, P.NO.",418,1581006,NOS,2017-03-16,2016-09-27,2
419,1581007,"WATER DEFLECTOR FOR KDS 128+PUMP,P.NO.236",419,1581007,NOS,2017-03-16,2017-09-14,2
420,1582001,"IMPELLER C.I.FOR KDS 538 + PUMP,P.NO.151",420,1582001,NOS,2017-03-16,2016-09-27,2
421,1582002,"DELIVERY CASING C.I.FOR KDS 538 +PUMP, P.NO 1",421,1582002,NOS,2017-03-16,2012-04-05,1
422,1582003,"GM SHAFT SLEEVE-FOR KDS 538 + PUMP ,P.NO.5",422,1582003,NOS,2017-03-16,2012-03-07,5
423,1582004,"LANTERN RING FOR KDS 538 + PUMP, P.NO.227.",423,1582004,NOS,2017-03-16,2015-01-10,5
424,1582005,"IMPELLER KEY FOR KDS 538 + PUMP, P.NO.320",424,1582005,NOS,2017-03-16,2015-01-28,10
425,1582006,"IMPELLER NUT  SS FOR KDS 538 + PUMP  ,P.NO.33",425,1582006,NOS,2017-03-16,2016-09-27,10
426,1582007,BRACKET 296-1,426,1582007,NOS,2003-09-24,2010-10-06,1
427,1582008,"GLAND C.I FOR  KDS 538 + PUMP, P.NO.223",427,1582008,NOS,2017-03-16,2016-09-27,5
428,1583002,"IMPELLER C. I  FOR KDS 1050++ PUMP,P.NO.151",428,1583002,NOS,2017-03-16,2016-09-27,1
429,1583003,"GM SHAFT SLEEVE  FOR KDS 1050++ PUMP,P.NO.5",429,1583003,NOS,2017-03-16,2015-01-12,10
430,1583004,"LANTERN RING FOR KDS 1050++ PUMP,P.NO.227",430,1583004,NOS,2017-03-16,2015-01-12,10
431,1583005,"IMPELLER KEY FOR KDS 1050++ PUMP, P.NO.320",431,1583005,NOS,2017-03-16,2015-01-12,10
432,1583006,"IMPELLER NUT SS FOR KDS 1050+ +  PUMP,P.NO.3",432,1583006,NOS,2017-03-16,2010-10-06,10
433,1583007,"PUMP GLAND CI,P.NO. 223",433,1583007,NOS,2017-03-16,2016-09-27,10
434,1583009,"WATER DEFLECTOR FOR KDS 1050++ PUMP,P.NO.",434,1583009,NOS,2017-03-16,2013-05-06,10
435,1585001,POLYPROPYLENE IMPELLER,435,1585001,NOS,1993-07-19,1998-08-07,1
436,1586003,RT40 HBCI 3L-DC OIL SEAL PT NO 3,436,1586003,NOS,1998-09-21,,6
437,1586004,RT 40 HBCI 3L-DC ROTOR SET ( PTNO167),437,1586004,NOS,1998-09-21,,3
438,1587002,CHANNEL SEAL 391 2885 065,438,1587002,NOS,2015-06-25,1999-10-05,2
439,1588011,SPLIT GLAND CI P.NO 229 KIRLOSKAR DV 50 VACUU,439,1588011,SET,1997-04-23,2013-05-11,3
440,1588016,CLAMPING PLATE FOR SPLIT GLAND DE & NDE P.N,440,1588016,NOS,1998-09-05,2013-04-25,2
441,1589002,"IMPELLER(C.I)  FOR KDS 325 + + PUMP,P.NO.151",441,1589002,NOS,2017-03-16,2012-03-27,1
442,1589003,"GLAND CI FOR KDS 325 ++ PUMP,P.NO.223",442,1589003,NOS,2017-03-16,2016-09-27,5
443,1589004,"GM SHAFT SLEEVE FOR KDS 325 + + PUMP ,P.NO.",443,1589004,NOS,2017-03-16,2016-07-08,5
444,1589005,"LANTERN RING FOR KDS 325 + + PUMP,P.NO.227.",444,1589005,NOS,2017-03-16,2016-09-27,5
445,1589008,"IMPELLER  KEY FOR KDS 325++ PUMP,P.NO.320",445,1589008,NOS,2017-03-16,2016-09-27,10
446,1589009,"IMPELLER NUT  SS  FOR KDS 325+ + PUIMP, P.NO. 3",446,1589009,NOS,2017-03-16,2003-05-23,5
447,1590002,IMPELLER ( CI ) FOR,447,1590002,NOS,2017-03-16,2012-05-05,1
448,1590003,GLAND,448,1590003,NOS,1998-08-17,,4
449,1590004,"GM SHAFT SLEEVE FOR KDS 527 + + PUMP ,P.NO.",449,1590004,NOS,2017-03-16,2016-09-27,5
450,1590005,"LANTERN RING FOR KDS 527 + + PUMP,P.NO.227.",450,1590005,NOS,2017-03-16,2016-09-27,10
451,1590008,"IMPELLER KEY FOR KDS 527++ PUMP,P.NO.320",451,1590008,NOS,2017-03-31,2016-09-27,10
452,1590011,BRACKET 296.1 CI,452,1590011,NOS,1999-07-03,2013-06-04,1
453,1593003,"BACK LINER NI HARD,  P. NO. SP 65041.",453,1593003,NOS,2016-06-23,2016-07-25,1
454,1593009,IMPELLER IN 27% CHROME P.NO. SP. 65206.,454,1593009,NOS,2016-05-21,2015-11-27,2
455,1593010,SLEEVE P.NO: QV008,455,1593010,NOS,2007-06-27,2012-09-08,1
456,1597001,ROTOR SET FOR TUSHACS PUMP,456,1597001,NOS,1997-06-11,1996-11-16,1
457,1597002,DOWEL PIN,457,1597002,NOS,1997-11-06,1996-11-16,1
458,1601116,BALL BEARING 060400 6214,458,1601116,NOS,2003-08-01,2003-09-03,1
459,1601304,END BIT 14070 11170,459,1601304,NOS,1996-07-25,2003-07-09,2
460,1601305,END BIT 14070 11180,460,1601305,NOS,1996-07-25,2003-07-09,2
461,1601316,ELEMENT F.F AR (323806500K) AR 3238205,461,1601316,NOS,2004-06-18,2001-10-18,7
462,1601439,GASKET CYLINDER 1413014190,462,1601439,NOS,1999-01-30,2003-07-09,1
463,1601557,"INHIBITOR, CORROSSION  P.NO:3167218.",463,1601557,NOS,2015-09-05,2017-09-13,3
464,1601939,SEAL RING ASSY 140-30-001,464,1601939,NOS,,2004-07-16,22
465,1602072,BUSH SLEEVE 9239949.,465,1602072,NOS,2016-08-13,2001-02-26,4
466,1602101,"BRAKE DRUM,P.NO.81007095",466,1602101,NOS,2016-08-13,2002-11-01,4
467,1602236,SEAL RING(GASKET) 23017249(6835421) - HM 2021 L,467,1602236,NOS,2002-10-05,2002-10-10,1
468,1602342,"3/8"" PVC TUBE(2.5MM), P.NO.MH990711139",468,1602342,NOS,2016-08-23,2016-08-31,5
469,1602749,SEAL 9241256.,469,1602749,NOS,2016-08-13,2005-04-04,4
470,1602932,LOCK RING P.NO.9178559.,470,1602932,NOS,2016-08-13,2014-12-10,4
471,1602988,BOSCH DIESEL FILTER INSERT,471,1602988,NOS,2014-09-19,2016-11-05,37
472,1602989,BOSCH DIESEL FILTER INSERT  (1.1 LITER CLOTH) F,472,1602989,NOS,2014-09-19,2016-11-05,37
473,1603005,AIR INTAKE HOSE  (S4)P.NO: MH10202,473,1603005,NOS,2012-08-03,2017-05-20,2
474,1603025,BRAKE SHOE ASSY.  P.NO:MH511667400,474,1603025,NOS,2018-07-09,2018-07-11,60
475,1603029,"MASTER CYLINDER ASSY,P.NO.  MH870001211",475,1603029,NOS,2018-07-09,2009-03-26,16
476,1603054,"L.H.BRAKE TUBE ASSY,P.NO. MH507305400",476,1603054,NOS,2017-04-13,2018-05-05,2
477,1603055,R.H BR TUBE ASSLY  P.NO: MH 506363300,477,1603055,NOS,2014-07-25,2018-05-05,2
478,1603064,BREAK SHOE RETAINING SPRING MH 065041000,478,1603064,NOS,2013-04-17,2003-03-22,8
479,1603164,END PICE 5085 91400,479,1603164,NOS,2013-07-12,2003-03-22,1
480,1603172,FILTER ELEMENT OUTER PART NO.MH10237,480,1603172,NOS,2017-09-20,2018-05-30,8
481,1603173,FILTER ELEMENT INNER PART NO.MH 10238,481,1603173,NOS,2017-09-20,2018-05-30,8
482,1603203,"SPRING,P.NO. MH 057456800",482,1603203,NOS,2018-07-09,2018-07-12,12
483,1603230,HP HOSE ASSY. P.NO.MH993832846.,483,1603230,NOS,2016-03-24,2018-07-11,1
484,1603232,HOSE ASSY P.NO: MH993832650,484,1603232,NOS,2016-03-24,2017-11-11,2
485,1603274,HYDRAULIC PUMP 11W.P.NO:MH 785202800.,485,1603274,NOS,2016-04-09,2016-07-29,1
486,1603292,"HYDRAULI HOSE 1"" ID.",486,1603292,NOS,2016-03-24,2018-06-20,3
487,1603301,"HOSE , P.NO. MH  785756 605",487,1603301,NOS,2016-03-24,2017-05-20,2
